rin,state,category,item_name,gtin,manufacturer,manufacturer_part_number,description,asin,image_url,image_date
R0000EW5RX,live,tablet-cases,Amazon Kindle Flip-Arm LED Light, Black,05052801822010,Opus,OP10002,Super LED light is as bright as six regular LEDs [..], ,http://media.rangespan.com/image/R0000EW5RX,2012-07-15 19:40:00
R0000EVZVF,live,activity-toys,Tomy 71515 Be Baby - Aqua Splash and Print,05011666715158,Tomy,71515,No mess fun for parent and baby[...], ,http://media.rangespan.com/image/R0000EVZVF,2013-11-12 19:10:00
